"Customer Purchase Or","Overall status","Item category","Material group","Material - Model Number (Key)"
"101-0012618-018","C","OP Sales Item","Capital","MAJ-1710"
"101-0012618-018","C","OP Sales Item","Capital","GF-UE160-AL5"
"101-0012618-018","C","OP Sales Item","Capital","UM-DP12-25R"
"101-0012618-018","C","OP Sales Item","Capital","UM-DP20-25R"
"101-0012618-018","C","OP Sales Item","Capital","WA9T400V"
"101-0012618-018","C","OP Sales Item","Accessory","MAJ-1939"
"101-0012618-018","C","OP Sales Item","Single-Disposable","72-00162-0"
"101-0012713-005","A","Sales Return Item","Single-Disposable","ELEVIEW"
"101-0012713-005","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0012713-005","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0012713-005","C","OP Sales Item","Capital","MU-1"
"101-0012713-005","C","OP Sales Item","Capital","K10021764"
"101-0012713-005","C","OP Sales Item","Capital","CV-190"
"101-0012713-005","C","OP Sales Item","Capital","CLV-190"
"101-0012713-005","C","OP Sales Item","Capital","CF-HQ190L"
"101-0012713-005","C","OP Sales Item","Capital","GIF-H190"
"101-0012713-005","C","OP Sales Item","Capital","OEV-262H"
"101-0012713-005","C","OP Sales Item","Capital","PCF-H190DL"
"101-0012713-005","C","OP Sales Item","Accessory","MAJ-865"
"101-0012713-005","C","OP Sales Item","Accessory","MB-155"
"101-0012713-005","C","OP Sales Item","Accessory","OL-0015-08"
"101-0012713-005","C","OP Sales Item","Single-Disposable","MAJ-824"
"101-0012713-005","C","OP Sales Item","Single-Disposable","BD-400P-1580"
"101-0012713-005","C","OP Sales Item","Single-Disposable","BD-400P-1880"
"101-0012713-005","C","OP Sales Item","Single-Disposable","BD-400P-2080"
"101-0012713-005","C","OP Sales Item","Single-Disposable","MAJ-1740"
"101-0012713-005","C","OP Sales Item","Single-Disposable","BW-412T"
"101-0012713-005","C","OP Sales Item","Single-Disposable","HX-202UR.A"
"101-0012713-005","C","OP Sales Item","Single-Disposable","ELEVIEW"
"101-0012713-005","C","Install Item","Capital","OER-PRO"
"101-0012913-002","A","Sales Return Item","Capital","URF-P5"
"101-0013053-004","C","OP Sales Item","Capital","OFP-2"
"101-0013053-004","C","OP Sales Item","Capital","K10020639"
"101-0013053-004","C","OP Sales Item","Capital","MAJ-1430"
"101-0013053-004","C","OP Sales Item","Capital","UCR"
"101-0013053-004","C","OP Sales Item","Capital","MAJ-1912"
"101-0013053-004","C","OP Sales Item","Accessory","MH-984"
"101-0013053-004","C","OP Sales Item","Accessory","MAJ-1918"
"101-0013053-004","C","OP Sales Item","Accessory","MAJ-1916"
"101-0013053-004","C","OP Sales Item","Accessory","OL-0015-08"
"101-0013053-004","C","OP Sales Item","Accessory","55545-1"
"101-0013053-004","C","OP Sales Item","Accessory","55645L10-1"
"101-0013053-004","C","Cert Pre Owned Item","Capital","CV-190"
"101-0013053-004","C","Cert Pre Owned Item","Capital","CLV-190"
"101-0013053-004","C","Cert Pre Owned Item","Capital","CF-HQ190L"
"101-0013053-004","C","Cert Pre Owned Item","Capital","GIF-H190"
"101-0013053-004","C","Cert Pre Owned Item","Capital","OEV-262H"
"101-0013105-008","C","OP Sales Item","Capital","GIF-HQ190"
"101-0013105-008","C","OP Sales Item","Capital","GIF-H190"
"101-0013105-008","C","OP Sales Item","Capital","GF-UCT180"
"101-0013105-008","C","OP Sales Item","Capital","PCF-H190DL"
"101-0013105-008","C","Sales Return Item","Capital","GIF-H190"
"101-0013243-001","A","FIS Return Item","Capital","OEP-5"
"101-0013243-001","C","FIS Return Item","Capital","OEV-261H"
"101-0013243-001","C","FIS Return Item","Capital","CV-190"
"101-0013243-001","C","FIS Return Item","Capital","CLV-190"
"101-0013243-001","C","FIS Return Item","Capital","OTV-S190"
"101-0013243-001","C","FIS Return Item","Capital","CLV-S190"
"101-0013243-001","C","FIS Return Item","Capital","CF-HQ190L"
"101-0013243-001","C","FIS Return Item","Capital","GIF-HQ190"
"101-0013243-001","C","FIS Return Item","Capital","OEP-5"
"101-0013398-002","A","FIS Return Item","Capital","OFP-2"
"101-0013398-002","A","FIS Return Item","Capital","OEP-5"
"101-0013398-010","C","Lease Trade-In Ret.","Capital","CF-Q160L"
"101-0013398-010","C","Lease Trade Value","Capital","CF-Q160L"
"101-0013398-010","C","OP Sales Item","Capital","CF-HQ190L"
"101-0013398-010","C","OP Sales Item","Capital","GIF-HQ190"
"101-0013398-010","C","OP Sales Item","Capital","GIF-XP190N"
"101-0013398-010","C","OP Sales Item","Capital","PCF-H190DL"
"101-0013398-010","C","OP Sales Item","Capital","IS2027RU"
"101-0013432-003","A","Lease Trade-In Ret.","Capital","OEV-261H"
"101-0013432-003","A","Lease Trade-In Ret.","Capital","CV-190"
"101-0013432-003","A","Lease Trade-In Ret.","Capital","CLV-190"
"101-0013432-003","A","Lease Trade-In Ret.","Capital","CF-HQ190L"
"101-0013432-003","A","Lease Trade-In Ret.","Capital","PCF-H190L"
"101-0013432-003","A","Lease Trade-In Ret.","Capital","GIF-HQ190"
"101-0013432-003","A","Lease Trade-In Ret.","Capital","GIF-H190"
"101-0013432-003","C","Lease Trade Value","Capital","OEV-261H"
"101-0013432-003","C","Lease Trade Value","Capital","CV-190"
"101-0013432-003","C","Lease Trade Value","Capital","CLV-190"
"101-0013432-003","C","Lease Trade Value","Capital","CF-HQ190L"
"101-0013432-003","C","Lease Trade Value","Capital","PCF-H190L"
"101-0013432-003","C","Lease Trade Value","Capital","GIF-HQ190"
"101-0013432-003","C","Lease Trade Value","Capital","GIF-H190"
"101-0013432-003","C","OP Sales Item","Capital","CV-190"
"101-0013432-003","C","OP Sales Item","Capital","CLV-190"
"101-0013432-003","C","OP Sales Item","Capital","CF-HQ190L"
"101-0013432-003","C","OP Sales Item","Capital","GIF-HQ190"
"101-0013432-003","C","OP Sales Item","Capital","GIF-H190"
"101-0013432-003","C","OP Sales Item","Capital","OEV-262H"
"101-0013432-003","C","OP Sales Item","Capital","PCF-H190DL"
"101-0013657-002","A","Lease Trade-In Ret.","Capital","CV-160"
"101-0013657-002","A","Lease Trade-In Ret.","Capital","CLV-160"
"101-0013657-002","A","Lease Trade-In Ret.","Capital","PCF-Q180AL"
"101-0013657-002","C","Lease Trade Value","Capital","CV-160"
"101-0013657-002","C","Lease Trade Value","Capital","CLV-160"
"101-0013657-002","C","Lease Trade Value","Capital","PCF-Q180AL"
"101-0013657-002","C","OP Sales Item","Capital","K10021764"
"101-0013657-002","C","OP Sales Item","Accessory","MAJ-1918"
"101-0013657-002","C","OP Sales Item","Accessory","MAJ-1916"
"101-0013657-002","C","Cert Pre Owned Item","Capital","CV-190"
"101-0013657-002","C","Cert Pre Owned Item","Capital","CLV-190"
"101-0013657-002","C","Cert Pre Owned Item","Capital","PCF-H190L"
"101-0013657-002","C","Cert Pre Owned Item","Capital","GIF-H190"
"101-0013657-002","C","CPO Kit Itm price it","Capital","GIF-H190-SVC18"
"101-0013657-002","C","CPO Kit Itm price it","Capital","PCF-H190L-SVC18"
"101-0013710-005","C","OP Sales Item","Capital","PEF-V"
"101-0013710-005","C","Olympus Credit Item","Capital","PEF-V"
"101-0013710-005","C","Demo Item","Capital","PEF-V"
"101-0013710-005","C","Olympus Debit Item","Capital","PEF-V"
"101-0013710-005","C","Sales Return Item","Capital","PEF-V"
"101-0013710-005","C","CPO Pric.at Hdr Lvl","Capital","GIF-H190-CPO"
"101-0013710-005","C","CPO Kit itm Lvl Pric","Capital","GIF-H190"
"101-0013771-028","A","Sales Return Item","Capital","URF-P5"
"101-0013771-043SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0013771-043SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0013771-052","C","OP Sales Item","Capital","GIF-HQ190"
"101-0013771-052","C","Sales Return Item","Capital","GIF-HQ190"
"101-0013771-053","C","Lease Trade-In Ret.","Capital","PCF-Q180AL"
"101-0013771-053","C","OP Sales Item","Capital","GF-UE160-AL5"
"101-0013771-053","C","Sales Return Item","Capital","GF-UE160-AL5"
"101-0013801-002","C","FIS Return Item","Capital","CF-HQ190L"
"101-0013801-002","C","FIS Return Item","Capital","PCF-H190L"
"101-0013801-002","C","FIS Return Item","Capital","GIF-H190"
"101-0013801-002","C","FIS Return Item","Capital","UWIT-TX"
"101-0013801-002","C","FIS Return Item","Capital","UWIT-RX"
"101-0013801-002","C","FIS Return Item","Capital","OEV-262H"
"101-0013801-004","C","OP Sales Item","Capital","CF-HQ190L"
"101-0013801-004","C","OP Sales Item","Capital","GIF-H190"
"101-0013801-004","C","OP Sales Item","Capital","OEV-262H"
"101-0013801-004","C","OP Sales Item","Capital","PCF-H190DL"
"101-0013801-004","C","OP Sales Item","Single-Disposable","BW-412T"
"101-0013801-004","C","OP Sales Item","Single-Disposable","345SVVO"
"101-0013801-004","C","Pric.at Item Level","Capital","CF-HQ190L-AWSCBKIT"
"101-0013801-004","C","Pric.at Item Level","Capital","PCF-H190DL-AWSKIT"
"101-0013801-004","C","Pric.at Item Level","Capital","GIF-H190-AWSKIT"
"101-0013819-002","A","Lease Trade-In Ret.","Capital","OEV-191H"
"101-0013819-002","C","Lease Trade Value","Capital","OEV-191H"
"101-0013819-002","C","OP Sales Item","Capital","MAJ-1430"
"101-0013819-002","C","OP Sales Item","Capital","CV-190"
"101-0013819-002","C","OP Sales Item","Capital","CLV-190"
"101-0013819-002","C","OP Sales Item","Capital","CF-HQ190L"
"101-0013819-002","C","OP Sales Item","Capital","GIF-H190"
"101-0013819-002","C","OP Sales Item","Capital","GIF-XP190N"
"101-0013819-002","C","OP Sales Item","Capital","PCF-H190DL"
"101-0013819-002","C","OP Sales Item","Capital","LMD-3251MT/HD"
"101-0013819-002","C","OP Sales Item","Accessory","MAJ-1918"
"101-0013819-002","C","OP Sales Item","Accessory","MAJ-1948"
"101-0013819-002","C","OP Sales Item","Accessory","MAJ-1951"
"101-0013819-002","C","OP Sales Item","Accessory","MAJ-1916"
"101-0013819-002","C","OP Sales Item","Accessory","MAJ-1898"
"101-0013819-002","C","OP Sales Item","Accessory","FLP-0010-18"
"101-0013819-002","C","OP Sales Item","Accessory","OL-0015-10"
"101-0013819-002","C","Sales Explanation","Capital","UPD-3"
"101-0013819-002","C","Sales Explanation","Capital","FLP-0008-17"
"101-0013819-002","C","Sales Explanation","Accessory","MAJ-1948"
"101-0013819-002","C","Sales Explanation","Accessory","MAJ-1898"
"101-0013819-002","C","Pric.at Header Level","Capital","UPD-3"
"101-0013873-010","A","OP Sales Item","Capital","SIF-Q180"
"101-0013873-010","C","OP Sales Item","Capital","OTV-S7PROH-HD-10E"
"101-0013873-010","C","OP Sales Item","Capital","CV-190"
"101-0013873-010","C","OP Sales Item","Capital","CLV-190"
"101-0013873-010","C","OP Sales Item","Capital","GIF-H190"
"101-0013873-010","C","OP Sales Item","Capital","GIF-XP190N"
"101-0013873-010","C","OP Sales Item","Capital","BF-H190"
"101-0013873-010","C","OP Sales Item","Capital","BF-1TH190"
"101-0013873-010","C","OP Sales Item","Capital","GIF-2TH180"
"101-0013873-010","C","OP Sales Item","Capital","TJF-Q180V"
"101-0013873-010","C","OP Sales Item","Capital","BF-P190"
"101-0013873-010","C","OP Sales Item","Capital","BF-XP190"
"101-0013873-010","C","OP Sales Item","Capital","EU-ME2"
"101-0013873-010","C","OP Sales Item","Capital","MAJ-1720"
"101-0013873-010","C","OP Sales Item","Capital","GF-UE160-AL5"
"101-0013873-010","C","OP Sales Item","Capital","GF-UCT180"
"101-0013873-010","C","OP Sales Item","Capital","BF-UC180F"
"101-0013873-010","C","OP Sales Item","Capital","PCF-H190DL"
"101-0013873-010","C","OP Sales Item","Capital","BF-MP190F"
"101-0013873-010","C","Oly.Third Party Item","Capital","ARIETTA 850"
"101-0013873-010","C","Oly.Third Party Item","Capital","AR850 ELASTOGRAPHY"
"101-0013873-010SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0013873-010SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0013925-012","C","FIS Return Item","Capital","CF-HQ190L"
"101-0013925-012","C","FIS Return Item","Capital","PCF-H190L"
"101-0013925-012","C","FIS Return Item","Capital","GIF-H190"
"101-0013925-012","C","FIS Return Item","Capital","TJF-Q180V"
"101-0013925-012","C","FIS Return Item","Capital","OEP-4"
"101-0013925-013","C","FIS Return Item","Capital","CF-HQ190L"
"101-0013925-013","C","FIS Return Item","Capital","PCF-H190L"
"101-0013925-013","C","FIS Return Item","Capital","GIF-H190"
"101-0013925-013","C","FIS Return Item","Capital","GIF-1TQ160"
"101-0013925-013","C","FIS Return Item","Capital","TJF-Q180V"
"101-0013925-019","C","FIS Return Item","Capital","TJF-Q180V"
"101-0013925-020","C","FIS Return Item","Capital","TJF-Q180V"
"101-0013925-028","C","FIS Return Item","Capital","CF-HQ190L"
"101-0013925-028","C","FIS Return Item","Capital","PCF-H190L"
"101-0013925-028","C","FIS Return Item","Capital","GIF-HQ190"
"101-0013925-028","C","FIS Return Item","Capital","GIF-XP180N"
"101-0013925-028","C","FIS Return Item","Capital","TJF-Q180V"
"101-0013925-028","C","FIS Return Item","Capital","GF-UCT180"
"101-0013959-001","A","FIS Return Item","Capital","OFP-2"
"101-0013959-001","A","FIS Return Item","Capital","MAJ-1597"
"101-0013959-001","A","FIS Return Item","Capital","CLV-190"
"101-0013959-001","A","FIS Return Item","Capital","CF-HQ190L"
"101-0013959-001","A","FIS Return Item","Capital","PCF-H190L"
"101-0013959-001","A","FIS Return Item","Capital","GIF-HQ190"
"101-0013959-001","A","FIS Return Item","Capital","GIF-XP190N"
"101-0013959-001","A","FIS Return Item","Capital","CF-2T160L"
"101-0013959-001","A","FIS Return Item","Capital","GIF-1TQ160"
"101-0013959-001","A","FIS Return Item","Capital","GIF-2TH180"
"101-0013959-001","A","FIS Return Item","Capital","TJF-Q180V"
"101-0013959-001","A","FIS Return Item","Capital","GF-UCT180"
"101-0013959-001","A","FIS Return Item","Capital","PROSOUND F75"
"101-0013959-101","A","FIS Return Item","Capital","BF-P180"
"101-0013959-101","A","FIS Return Item","Capital","BF-1T180"
"101-0013959-101","A","FIS Return Item","Capital","TJF-Q180V"
"101-0014192-064","A","FIS Return Item","Capital","OEV-262H"
"101-0014192-148","C","OP Sales Item","Capital","MAJ-1430"
"101-0014192-148","C","OP Sales Item","Capital","CV-190"
"101-0014192-148","C","OP Sales Item","Capital","CLV-190"
"101-0014192-148","C","OP Sales Item","Capital","CF-HQ190L"
"101-0014192-148","C","OP Sales Item","Capital","PCF-PH190L"
"101-0014192-148","C","OP Sales Item","Capital","GIF-H190"
"101-0014192-148","C","OP Sales Item","Capital","OEV-262H"
"101-0014192-148","C","OP Sales Item","Capital","PCF-H190DL"
"101-0014192-148","C","OP Sales Item","Capital","OEP-5"
"101-0014250-002","C","OP Sales Item","Accessory","MAJ-865"
"101-0014250-002","C","OP Sales Item","Accessory","MAJ-1904"
"101-0014250-002","C","OP Sales Item","Accessory","MF01-0033PL"
"101-0014250-002","C","OP Sales Item","Accessory","MF01-65887"
"101-0014250-002","C","OP Sales Item","Single-Disposable","MAJ-822"
"101-0014250-002","C","OP Sales Item","Single-Disposable","MAJ-823"
"101-0014250-002","C","OP Sales Item","Single-Disposable","MAJ-824"
"101-0014250-002","C","OP Sales Item","Single-Disposable","MF01-0014PL"
"101-0014250-002","C","OP Sales Item","Single-Disposable","MF01-0015PL"
"101-0014250-002","C","Install Item","Capital","OER-PRO"
"101-0014390-007","A","Sales Return Item","Capital","URF-P5"
"101-0014868-002","C","Lease Trade-In Ret.","Capital","CV-160"
"101-0014868-002","C","Lease Trade-In Ret.","Capital","CLV-160"
"101-0014868-002","C","Lease Trade-In Ret.","Capital","GIF-160"
"101-0014868-002","C","Lease Trade-In Ret.","Capital","GIF-Q160"
"101-0014868-002","C","Lease Trade-In Ret.","Capital","PCF-160AL"
"101-0014868-002","C","Lease Trade-In Ret.","Capital","OEP-3"
"101-0014868-002","C","Lease Trade Value","Capital","CV-160"
"101-0014868-002","C","Lease Trade Value","Capital","CLV-160"
"101-0014868-002","C","Lease Trade Value","Capital","GIF-160"
"101-0014868-002","C","Lease Trade Value","Capital","GIF-Q160"
"101-0014868-002","C","Lease Trade Value","Capital","PCF-160AL"
"101-0014868-002","C","Lease Trade Value","Capital","OEP-3"
"101-0014868-002","C","OP Sales Item","Capital","UCR"
"101-0014868-002","C","OP Sales Item","Capital","CV-190"
"101-0014868-002","C","OP Sales Item","Capital","CLV-190"
"101-0014868-002","C","OP Sales Item","Capital","PCF-H190DL"
"101-0014868-002","C","OP Sales Item","Capital","OEP-5"
"101-0014868-002","C","OP Sales Item","Accessory","MH-995"
"101-0014868-002","C","OP Sales Item","Accessory","MH-984"
"101-0014868-002","C","OP Sales Item","Accessory","MAJ-1918"
"101-0014868-002","C","OP Sales Item","Accessory","MAJ-1916"
"101-0014868-002","C","Cert Pre Owned Item","Capital","CF-HQ190L"
"101-0014868-002","C","Cert Pre Owned Item","Capital","GIF-H190"
"101-0014868-002","C","Sales Return Item","Capital","UCR"
"101-0014868-002","C","Sales Return Item","Capital","GIF-H190"
"101-0014868-002SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0014868-002SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0014972-003SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0014972-003SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0014995-001","A","FIS Return Item","Capital","K10021611"
"101-0014995-001","A","FIS Return Item","Capital","CV-190"
"101-0014995-001","A","FIS Return Item","Capital","CLV-190"
"101-0014995-001","A","FIS Return Item","Capital","BF-H190"
"101-0014995-001","A","FIS Return Item","Capital","UHI-4"
"101-0014995-001","A","FIS Return Item","Capital","MAJ-1985"
"101-0014995-001","A","FIS Return Item","Capital","CH-S190-08-LB"
"101-0014995-001","A","FIS Return Item","Capital","OEV-262H"
"101-0014995-001","A","FIS Return Item","Capital","USG-400"
"101-0014995-001","A","FIS Return Item","Capital","OEP-5"
"101-0014995-001","A","FIS Return Item","Capital","WB50403W"
"101-0014995-001","A","FIS Return Item","Capital","WB91051W"
"101-0014995-001","C","FIS Return Item","Capital","WB91051W"
"101-0014995-101","A","FIS Return Item","Capital","A70941A"
"101-0014995-101","A","FIS Return Item","Capital","A70961A"
"101-0014995-101","A","FIS Return Item","Capital","WA50372B"
"101-0014995-101","A","FIS Return Item","Capital","WA50373B"
"101-0014995-101","A","FIS Return Item","Capital","WA53000A"
"101-0014995-101","A","FIS Return Item","Capital","WA53005A"
"101-0014995-102","A","FIS Return Item","Capital","CH-S190-XZ-Q"
"101-0015001-002","A","FIS Return Item","Capital","A70942A"
"101-0015001-003","A","FIS Return Item","Capital","OTV-S7PROH-HD-10E"
"101-0015001-003","A","FIS Return Item","Capital","OEV-261H"
"101-0015001-003","A","FIS Return Item","Capital","OTV-S190"
"101-0015001-003","A","FIS Return Item","Capital","CLV-S190"
"101-0015001-003","A","FIS Return Item","Capital","CYF-VHR"
"101-0015001-003","A","FIS Return Item","Capital","CH-S190-08-LB"
"101-0015001-003","A","FIS Return Item","Capital","URF-V"
"101-0015001-003","A","FIS Return Item","Capital","WA2T412A"
"101-0015001-003","A","FIS Return Item","Capital","WA2T430A"
"101-0015001-103","C","FIS Return Item","Capital","URF-V"
"101-0015003-012","C","FIS Return Item","Capital","CYF-V2"
"101-0015003-064","C","Sales Explanation","Capital","MAJ-2056"
"101-0015003-064","C","Sales Explanation","Capital","BF-UC180F"
"101-0015003-064","C","Pric.at Header Level","Capital","BF-UC180F-A"
"101-0015004-012SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0015004-012SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
